Noon,26057,3114189.2299999734,119.51449629657955
MobileApp,111264,1.3097686330000544E7,117.71719810541185
Amazon.ae,55171,6470766.070000066,117.28564046328808
Website,174549,2.030031931000205E7,116.30155033831217
Store,274802,3.023197036000505E7,110.01364749894488
